"Timestamp","Cluster Name","Number of CPUs","CPU Type","CPU Clock","Rocks Version","Organization","Location","Member of Rocks Grid","Notes","FLOPs"
"2011-01-11","genomica_csisp","256","EM64T-4","3.00","5.4","Centro Superior de Investigacion en Salud Publica","Valencia , SPAIN","no","N/A","3072"
"2010-10-22","CIMeC CLIC Cluster","88","EM64T-4","2.27","5.3","CIMeC - University of Trento","Rovereto TN - Italy","no","N/A","799.04"
"2010-10-26","URS Gaithersburg","128","EM64T-4","2.33","Other","N/A","N/A","no","N/A","1192.96"
"2010-10-28","Krusty","64","EM64T","2.60","5.3","Instituto de Física de São Carlos - USP","São Carlos - SP - Brazil","no","N/A","332.8"
"2010-10-30","cluster.chem.ksu.edu","80","Opteron","1.80","5.3","Kansas State University","Manhattan, KS","no","N/A","288"
"2010-11-01","ioitgca1","4","EM64T-4","2.50","5.3","IOIT Hanoi","Hanoi","no","N/A","40"
"2010-11-01","IBM1350","8","EM64T-4","3.20","Other","chpc","hanoi","no","N/A","102.4"
"2010-11-09","gyra","80","Opteron","2.30","5.3","CCMAR","Faro, Portugal","no","N/A","368"
"2010-11-10","LPMCN1","320","EM64T-4","2.27","5.3","CNRS","Lyon","no","N/A","2905.6"
"2010-11-11","Nike-HPC","1680","Opteron","2.10","5.4","University of Minnesota, Aerospace Engineering","Minneapolis","no","AMD Magny-Cours, 12 core processors, 70 nodeMyrinet 10G interconnect","7056"
"2010-11-11","Helium","104","EM64T","3.00","5.3","IIT Bombay","Mumbai","no","N/A","624"
"2010-11-13","science","24","Opteron","3.20","5.4","private","Athens, Greece","no","N/A","153.6"
"2010-11-17","EOIdeas","24","Opteron","2.40","5.4","ElectroOptical Innovations","Briarcliff Manor NY","no","N/A","115.2"
"2010-11-17","MMIL-CLUSTER-2","120","EM64T-4","2.33","5.4","MMIL - UC San Diego","La Jolla","no","N/A","1118.4"
"2010-11-17","MMIL-CLUSTER-3","104","EM64T-4","2.33","5.3","MMIL - UC San Diego","La Jolla","no","N/A","969.28"
"2010-11-17","MMIL-CLUSTER-4","784","EM64T-4","2.66","5.3","MMIL - UC San Diego","La Jolla","no","N/A","8341.76"
"2010-11-19","The-Gad","34","EM64T","3.20","5.3","Advance Computing Lab, Department of Physics, University of Pune","Pune, India","no","N/A","217.6"
"2010-11-24","Stella_HPC","6","EM64T","2.30","5.4","University of Athens","Athens","no","N/A","27.6"
"2010-11-25","emitting","8","EM64T","2.67","5.4","faculty of chemistry, northeast normal univesity","Changchun, China","no","N/A","42.72"
"2010-11-25","sun","64","Opteron","2.30","Other","N/A","N/A","no","N/A","294.4"
"2010-11-27","berserker","192","EM64T-4","2.66","5.4","University of Chicago","Chicago","no","N/A","2042.88"
"2010-11-29","UrsaMajor","13","Athlon","1.70","5.4","Center for Environmental Sciences and Engineering","Storrs","no","N/A","22.1"
"2010-12-02","powder","44","Unspecified","2.33","Unspecified","University of Connecticut","Storrs","yes","N/A","102.52"
"2010-12-09","LCID","1728","EM64T-4","2.16","5.3","LCID at UTEP","El Paso","no","N/A","14929.92"
"2011-01-24","Windowless Tiger","73","Pentium 4","3.00","5.4","HRH Productions","La Junta, CO","no","N/A","438"
"2010-12-20","UIST MPS01","250","EM64T-4","2.50","5.4","University for Information Science and Technology","Ohrid, Republic of Macedonia","yes","N/A","2500"
"2010-12-21","IF-UFMT","46","EM64T-4","2.00","5.4","Universidade Federal de Mato Grosso","Cuiabá - MT - Brazil","no","N/A","368"
"2011-01-03","area996","4","Athlon","2.40","5.4","FMB (five Magic Beans)","Miyoko-Shi ,Niigata ,Japan","yes","N/A","9.6"
"2011-01-07","SWDRocks","40","Opteron","2.66","5.4","ARA","Albuquerque, NM","no","N/A","212.8"
"2011-01-07","Sherlock Cluster","56","EM64T","2.50","5.2","UW-Milwaukee","Milwaukee","no","N/A","280"
"2011-01-08","geodyncomp","48","EM64T","2.40","5.4","Dalhousie University","Halifax","no","N/A","230.4"
"2013-07-11","UBCluster","96","EM64T","2.66","6.0","Bechar University","Bechar, Algeria","yes","N/A","510.72"
"2011-01-21","recatm","4","Unspecified","3.00","5.3","UFES","Brazil","yes","N/A","12"
"2011-07-11","Solomon","640","Opteron","2.00","5.4","Stanford University","Stanford, CA","no","N/A","2560"
"2011-05-18","ASH25","164","EM64T-4","2.40","5.3","Dep. Teoria de la Señal y Com. Univ. Carlos III de Madrid.","Leganés, Madrid (Spain)","no","N/A","1574.4"
"2011-01-27","rockarea.paknam.org","2","Opteron","2.40","5.4","paknam","Bangkok","no","N/A","9.6"
"2011-01-27","gaia CMIMA","92","Opteron","2.30","5.4","ICM CSIC","Barcelona (Spain)","no","N/A","423.2"
"2011-02-02","riemann","256","EM64T-4","2.40","5.4","University of Wisconsin","N/A","no","N/A","2457.6"
"2016-04-01","Tyndall HPC","2740","Opteron","2.40","6.0","Tyndall Institute","Cork, Ireland","no","N/A","13152"
"2011-02-04","Tripod","9","Athlon 64","2.10","5.4","Personal lab","N/A","no","N/A","37.8"
"2011-02-05","Longwood University Cluster (LUC)","64","Other","1.66","5.4","Longwood University","Farmville, Virginia","yes","I built this cluster with my advisor and a fellow colleague. Our goal was to help foster interdepartmental undergraduate research at our university, study parallel programming, and distributed systemsPublications Include1.[Dr. John Graham, Daniel Honey, and Jeffery Ravenhors""Building and Measuring Scalable Computing SystemsLongwood University INCITE Undergraduate Journal, 2009] -2.[Dr. John Graham and Daniel Hone""Measuring Time Complexity of PRAM ImplementationsNational Conference of Undergraduate Research (NCUR), 2010]","106.24"
"2011-02-17","optimus","56","EM64T","1.60","5.4","Bombay College of Pharmacy","Mumbai, India","no","N/A","179.2"
"2011-07-14","PROMETHEUS","112","EM64T","2.40","5.4","Bombay College of Pharmacy","Mumbai, Maharashtra","yes","N/A","537.6"
"2011-02-22","covertlab-cluster","72","EM64T-4","2.40","5.4","Covert Lab, Department of Bioengineering, Stanford University","Stanford CA","no","1 frontend	Aberdeen Stirling 129SuperServer 6015W-NTRB chassis2X Intel E5410 quad core processors32 Gb Ram4X 500 Gb hard disk in Raid 0Dual GbE8 node	Abderdeen SuperServer 6026TT-HTRFSupermicro 6026TT-HTRF chassis2X Intel E5620 quad core processors24 Gb Ram500 Gb hard diskDual GbE1 GbE switc D-Link DGS-1024D 24-Port Switch","691.2"
"2011-02-25","Diodo","114","EM64T","3.20","5.4","Instituto de Astrofísica de Canarias (www.iac.es)","La Laguna (Spain)","no","N/A","729.6"
"2011-02-25","LHU_Cluster","18","Other","2.66","5.3","Education","BiÃªn HoÌ€a - Ä?Ã´Ì€ng Nai - ViÃªÌ£t Nam","no","N/A","47.88"
"2011-02-28","VSDSL","64","Opteron","2.80","5.4","University of Stuttgart","Stuttgart","no","N/A","358.4"
"2011-02-28","NET","128","EM64T-4","2.40","5.3","University of Stuttgart","Stuttgart","no","N/A","1228.8"
"2011-02-28","Aguia","336","Other","2.50","5.3","CPGG-UFBA","Salvador, Brazil","no","N/A","840"
"2011-02-28","Curio","52","Other","2.40","5.4","CPGG-UFBA","Salvador, Brazil","no","N/A","124.8"
"2011-03-02","IBM 1600","40","EM64T-4","1.70","5.3","Center for High Performance Computing (CHPC/HUS)","Hanoi","yes","N/A","272"
"2011-03-02","HiST","42","Pentium 4","3.00","5.4","HiPT Group","Ha Noi - Viet Nam","yes","N/A","252"
"2011-03-04","HPC-MT-MU","240","Opteron","2.10","5.4","Faculty of Medical Technology, Mahidol University","Nakornpathom","no","This cluster will be used for Bioinformatics and Medical Technology research.","1008"
"2011-03-09","Green lantern","80","EM64T","2.53","5.4","Lab 7,National Centre For Cell Science","Pune India","yes","N/A","404.8"
"2011-03-08","MORU-Rocky","104","EM64T","2.80","5.4","Mahidol University","Bangkok","no","N/A","582.4"
"2015-10-16","Julius","53","Athlon 64","3.20","5.4","NJIT","Newark NJ","no","N/A","339.2"
"2011-03-10","IMSG","64","EM64T-4","2.93","5.4","I.M Systems Group","Maryland","no","N/A","750.08"
"2011-03-12","janarguitar","1","Unspecified","3.00","Unspecified","N/A","N/A","yes","N/A","3"
"2011-03-14","ROCKS-MUSHTAQ","5","Unspecified","2.50","5.4","Bombay College of Pharmacy","Mumbai, India","yes","N/A","12.5"
"2011-03-29","Marc-1","22","Pentium 4","2.40","5.3","CEPM","Morges, Switzerland","no","N/A","105.6"
"2016-05-04","GPT","64","EM64T-4","2.80","6.0","Tennessee State University","Nashville","yes","N/A","716.8"
"2011-03-18","Seed","2","Pentium 4","3.00","5.4","SGGSIE&T; , Nanded","Nanded , India","yes","Our cluster will act as high performance computing system for the execution of compute intensive application.","12"
"2011-03-19","SUTECH","160","EM64T-4","3.00","5.3","SUTECH","Shiraz, Iran","no","N/A","1920"
"2011-03-20","electron","20","Opteron","2.26","5.4","BITS, Pilani","Pilani , Rajasthan, India","yes","N/A","90.4"
"2011-03-21","Cluster-Física","72","Unspecified","2.80","5.4","School of Physics, University of Costa Rica","San José","no","N/A","201.6"
"2012-08-07","elrond","1200","EM64T-4","2.93","6.0","The Queensland Brain Institute, The University of Queensland","Queensland, Australia","no","N/A","14064"
"2011-04-17","shawn.nuxtp","5","Athlon 64","3.20","5.4","N/A","Fairfield, Calif.","no","Cluster contains one AMD Athlon II X3 450 box, two AMD Phenom II X4 B50 boxes, and one two-way AMD Opteron 270 box.","32"
"2011-04-01","Bio-informatic Cluster","11","Pentium","1.80","5.4","COMSATS","Abbottabad","yes","N/A","19.8"
"2011-04-08","Mika","5","Pentium 4","2.66","5.4","private","Mitchell, SD","no","Just a little bitty cluster to learn on.","26.6"
"2011-04-23","Cluster-Ruska","36","EM64T","2.40","5.3","Instituto de Física de São Carlos","São Carlos - SP - BR","no","N/A","172.8"
"2011-04-15","Cluster-Rock","88","EM64T","3.33","5.3","Instituto de Física de São Carlos","São Carlos - SP - BR","no","N/A","586.08"
"2011-04-15","tesla","18","EM64T-4","2.40","5.4","Seagate","Ireland","no","64 CPU cores and 7168 Nvidia Tesla GPU cores. Done by Nor-tech.","172.8"
"2011-04-15","nami","58","Opteron","2.00","5.4","University of Buffalo","New York","no","448 CPU Cores, QDR InfiniBand done by Nor-tech","232"
"2011-04-15","krathys","90","EM64T-4","2.26","5.4","Veterans Administration","N/A","no","360 CPU cores. Low Voltage Xeons. Done by Nor-tech.","813.6"
"2011-04-15","pdr5","14","EM64T-4","2.40","5.3","Boeing","N/A","no","Rugged portable 56 CPU cores done by Nor-tech","134.4"
"2011-04-15","pdr6","22","EM64T-4","2.40","5.3","Boeing","N/A","no","Portable rugged 88 CPU cores done by Nor-tech","211.2"
"2011-04-15","pdr7","22","EM64T-4","2.40","5.3","Boeing","N/A","no","Rugged portable 88 CPU cores done by Nor-tech","211.2"
"2011-04-15","aos88","6","EM64T-4","2.40","5.3","University of Colorado","Boulder","no","Used Open-e SAN for external storage. Done by Nor-tech.","57.6"
"2011-04-15","mkcluster","128","Opteron","2.40","5.4","University of California, San Diego","San Diego","no","N/A","614.4"
"2011-04-16","barberocluster","36","Opteron","2.13","5.2","Mechanical and Aerospace Engineering WVU","West Virginia","yes","N/A","153.36"
"2011-04-18","Mini-Cluster","28","EM64T","2.00","5.4","UFAM","Humitá","no","N/A","112"
"2015-08-12","Wisp","2180","EM64T","2.50","5.4","Johns Hopkins University","Baltimore","no","N/A","10900"
"2011-04-24","Pebbles","10","Pentium 4","3.40","5.4","Home Brew","Newark, OH","no","N/A","68"
"2011-05-02","labmol","60","EM64T","2.10","5.4","Federal University of Goias - LABMOL","Goiania, Brazil","yes","N/A","252"
"2011-05-13","Selenium","260","Opteron","2.20","5.4","Baylor College of Medicine","Houston","no","N/A","1144"
"2011-05-16","OUH-MCCluster","24","EM64T-4","2.66","5.3","Odense University Hospital","Odense, Denmark","yes","Cluster for research Monte Carlo simulations in a radio physical context.","255.36"
"2011-05-16","Mccluster","48","Other","2.00","Unspecified","Cold Spring Harbor Laboratory","Cold Spring Harbor","no","N/A","96"
"2011-05-17","ESM-LCC","192","EM64T","2.50","5.4","Virginia Tech - ESM Department","Blacksburg, Virginia, USA","no","N/A","960"
"2011-05-21","Phoenix","640","EM64T-4","2.50","5.4","Chulalongkorn University","Bangkok","no","N/A","6400"
"2011-06-01","Borg","20","Pentium 4","2.40","5.4","University of Arkansas at Monticello","Monticello, Arkansas","no","N/A","96"
"2011-06-07","Rumen-rocks","14","EM64T-4","2.67","5.4","AAFC","Lethbridge","no","N/A","149.52"
"2011-06-08","Salt","100","EM64T-4","3.00","5.3","SINTEF Materials and Chemistry","Trondheim, Norway","no","N/A","1200"
"2011-06-08","Flukus","20","EM64T-4","3.00","5.3","SINTEF Materials and Chemistry","Trondheim, Norway","no","N/A","240"
"2011-06-08","Embla","344","Opteron","2.70","5.4","SINTEF MARINTEK","Trondheim, Norway","no","N/A","1857.6"
"2011-06-08","AlphaTest","24","EM64T","2.00","5.4","Alpha System AS","Trondheim, Norway","no","N/A","96"
"2011-06-17","The Planetary Assault System","24","EM64T","2.60","5.4","UAT","Tempe, AZ","no","N/A","124.8"
"2011-06-23","LHView","6","EM64T","2.66","Unspecified","N/A","N/A","no","N/A","31.92"
"2011-06-28","jm-cluster","30","Athlon 64","2.60","5.4","Fac. Cs. Exactas y Naturales - UBA","Buenos Aires, Argentina","yes","N/A","156"
"2011-07-14","gardel","44","Opteron","2.80","5.4","Gascon Lab, UCONN Chemistry","Storrs, CT","yes","N/A","246.4"
"2014-03-12","thor.pharm","90","EM64T-4","2.00","5.4","University of Cape Town","Cape Town, South Africa","no","N/A","720"
"2011-07-28","caliban","576","Opteron","2.00","5.4","Dipartimento di Matematica Pura ed Applicata - UNIVAQ","Italy, AQ","no","N/A","2304"
"2011-07-26","tome","192","EM64T","3.16","5.3","NCGR","Santa Fe, NM, US","no","N/A","1213.44"
"2011-07-26","chipper","600","Opteron","2.00","5.3","NCGR","Santa Fe, NM, US","no","N/A","2400"
"2011-07-30","Auriga","64","EM64T-4","2.66","5.4","Instituto Mexicano del Petroleo","Mexico City","no","Intel Xeon Nahelem 2660 MHz","680.96"
"2011-08-03","bankandma","2","Unspecified","2.00","3.0.0","compaq","dfdfdf","yes","4","4"
"2011-08-09","Tortellino Rocks Clusters","20","Other","3.00","5.4","SER TEC S.r.l.","Bologna - ITALY","yes","work in progresswe are growing ;-)","60"
"2012-05-10","Fiji","64","EM64T-4","2.50","5.4.3","UCSD","San Diego","no","N/A","640"
"2012-05-11","Genome","64","EM64T-4","2.40","5.3","UNSW","Sydney, Australia","no","N/A","614.4"
"2012-05-11","Katana","768","EM64T-4","3.07","5.4.3","UNSW","Sydney, Australia","no","N/A","9431.04"
"2012-05-11","Clive","72","EM64T-4","3.07","5.4","UNSW","Sydney, Australia","no","N/A","884.16"
"2012-05-11","taylor","92","Athlon 64","2.40","5.4.3","Wright State University Dept of Mech. and Mat. Egr.","Dayton, Ohio","no","N/A","441.6"
"2012-05-11","PIC","20992","EM64T-4","2.10","5.4.3","Pacific Northwest National Laboratory","Richland","no","AMD Interlagos CPUs","176332.8"
"2012-05-14","Thunder.esalq","120","EM64T-4","2.40","5.4.3","USP","Piracicaba, SP, Brazil","no","This cluster is installed on the Bioinformatics and Computational Biology applied to agriculture Laboratory at ESALQ / USP. This will be used as a multi porpoise/project data analyses cluster, mainly focusing on NGS data assembly and analyses, Structural Biology and phylogeny studies.","1152"
"2012-05-27","Computer Engineering Utcc Cluster","8","Pentium 4","3.00","5.4.3","CPE UTCC","Bangkok","yes","N/A","48"
"2012-05-19","Mez-Cluster","32","EM64T","3.10","5.4.3","Electronics Departement, BBA University","BBA, Algeria","no","N/A","198.4"
"2012-05-23","cscb-cluster","120","EM64T-8","2.66","5.5","Center for Systems and Computational Biology - Wistar Institute","Philadelphia","yes","N/A","2553.6"
"2012-05-25","Capivara CTEI/FACOM/UFMS","80","Opteron","2.00","5.4.3","Faculty of Computing","Brazil","yes","N/A","320"
"2015-04-03","vega","128","EM64T-4","2.66","6.0","CMOP","Beaverton","no","N/A","1361.92"
"2012-05-28","repa_cluster","4","Other","1.50","5.5","N/A","London","yes","Middlesex University student project","6"
"2012-05-31","S4NGRID","4","Other","1.80","5.4.3","uitm perlis","Malaysia","yes","N/A","7.2"
"2012-05-31","recsys","10","Other","2.13","5.4.3","privet","Melboune AUS","no","N/A","21.3"
"2012-06-03","Cloud","112","EM64T-4","2.50","6.0","Maxwell Worthington, LLC.","New Orleans, LA","no","This is a KVM virtualization cluster managed by OpenNebula. This cluster is part of a private cloud.","1120"
"2012-06-03","GDUdev","288","Opteron","2.40","6.0","John Curtin School of Medical Research","Canberra, Australia","yes","Been using rocks on our development bioinformatics cluster since 5.4.3. Keep up the good work & updates, Philip!","1382.4"
"2012-06-11","qicrg.org","56","EM64T-8","3.70","6.0","secret","thailand","no","no","1657.6"
"2012-06-13","xuanwuben","16","EM64T","3.60","5.5","zhongke","china","no","N/A","115.2"
"2012-06-13","test_cluster","12","Pentium 4","2.80","5.4.3","N/A","varamin","no","N/A","67.2"
"2012-06-15","hbsf","4","EM64T","2.10","5.4","unnversity","shijiazhuang","no","N/A","16.8"
"2012-06-16","Maxwell-HPC","64","Opteron","1.80","5.4","Computer & Electrical Engineering, Polytechnic University of PR","Hato Rey, Puerto Rico","yes","N/A","230.4"
"2012-06-18","N3cluster","28","Athlon 64","2.80","6.0","Net-3.CO.UK LTD","United Kingdom","no","N/A","156.8"
"2012-06-19","gardar","3480","EM64T-4","2.53","5.4.3","Nordic HPC","Ísland","no","National High Performance Computing (HPC) organisations of Denmark, Norway, Sweden and Iceland have pooled resources and powered up an innovative joint supercomputer in Iceland. It is innovative not so much for its technology, but for its concept, placement and operations.","35217.6"
"2012-06-22","doppler","544","Opteron","2.20","6.0","University of Salzburg","Salzburg / Austria","yes","N/A","2393.6"
"2012-06-25","PANCHONET","4","Other","3.20","6.0","Panchonet S.A.","Ecuador","no","N/A","12.8"
"2012-06-27","phys-titan","152","Opteron","2.20","5.4","Univerty of Basel","Basel","no","N/A","668.8"
"2012-07-03","defiant","4","Pentium 4","3.40","6.0","self","Brisbane","no","just the front end and first compute note at present hope to add another 10 compute node over the next week","27.2"
"2012-07-08","TARDIS","11","EM64T","2.60","6.0","TARDIS Cluster Project","Park Forest, IL","no","This is a heterogeneous cluster currently containing Front-End (Athlon) and 3 Compute nodes (EMT64, P3, Celeron). These are all computers that were salvaged or donated as junk. The CPU is based upon the node with the most ""cpus"" according to the Ganglia Monitor. The cpu clock rate is a weighted average value of these ""cpus"" computed aavg_cpu_rate=(num_node_cpus*node_cpu_speed)/total_cpu","57.2"
"2012-07-09","Ensemble","84","EM64T-8","2.66","6.0","Indian Institute of Technology, Kanpur","Kanpur","no","N/A","1787.52"
"2012-07-12","swan","16","EM64T","2.66","4.2.1","Oxford University / Oxford e-Research Center","Oxford","no","Managed by Lino Garcia Tarres","85.12"
"2012-07-17","middle","6","Other","1.00","6.0","U. of Northern BC","Prince George, BC","no","N/A","6"
"2012-07-20","olymp","13","Opteron","1.80","6.0","Perm State University","Perm, Russia","no","N/A","46.8"
"2012-07-22","Zendmannet","40","Opteron","3.00","6.0","Private","The Netherlands","yes","N/A","240"
"2012-07-21","xstreamservices","10","Pentium 4","3.40","6.0","xstream Services Inc.","Barbados","yes","None today","68"
"2012-07-23","CUBES Universiti Malaysia Sabah","272","EM64T-8","2.39","6.0","F.R.I.C.S SKTM Universiti Malaysia Sabah","Kota Kinabalu, Sabah MALAYSIA","yes","N/A","5200.64"
"2012-07-26","swerlcluster.sci.tsu.ac.th","42","Other","3.60","5.4.3","SWERL","Phatthalung, TH","yes","N/A","151.2"
"2012-07-26","Inferno Layer3","2","Opteron","2.60","6.0","Layer3.com.mx","Guadalajara, Jalisco, Mexico","yes","N/A","10.4"
"2012-07-30","cluster.rmarshall.net","12","Other","3.20","6.0","private","San Antonio, TX USA","no","Single Intel 3930K/6 Cores-12 Threads/VMware Workstation 8/ 10 VMs, 4 Virt cores each, 2GB vRAM each","38.4"
"2012-08-01","genome.rutgers.edu","36","Unspecified","2.00","2.2.1","Rutgers University","Piscataway, NJ","no","N/A","72"
"2012-08-04","pixley.cluster.hpc","40","EM64T-4","2.48","6.0","Solution Logix","San Diego","no","N/A","396.8"
"2012-08-07","STAR-CLUSTER","12","Pentium 4","2.40","5.4.3","TnC Computer","Talca, VII Region de Chile","yes","The Cluster consists of an Experiment in Computer Recycling. All Hosts are different, some, Rack 0, are 64 Dual Core and others, Rack 1 are i386 Single Core PCs. All have at least 1GB of Ram and a Hard Drive of 80GB. All Mainboards have at least on problem, 1 Memory Slot damaged, USB or PS2 Ports with problems, etc. and are of no real use anymore. This is an ongoing experiment with a LOT of downtime and hands-on, since most parts are prone to fail sooner than later. But on the other hand I have had close to no monetary expenses, except some indispensable stuff, like wood to build a Rack, and slightly higher Electric Bill than normally.","57.6"
"2012-08-09","sbdhpc","5","EM64T","2.50","6.0","Chyme","York","no","N/A","25"
"2012-08-11","WarmHole","1","Pentium","2.60","Unspecified","N/A","N/A","no","N/A","2.6"
"2012-08-12","Tower","1000","Other","1.80","6.0","tau","Israel","no","test","1800"
"2012-08-14","iowaee","2","Pentium 4","1.80","6.0","Iowa Embedded Engineering","Cedar Rapids","yes","N/A","7.2"
"2012-08-17","Matrix Dragon","80","EM64T","3.46","6.0","Key Safety Systems","Raunheim","no","N/A","553.6"
"2012-08-20","College of Sciences and Humanities Cluster (cshcluster)","512","EM64T-8","2.90","6.0","Ball State University","Muncie","no","N/A","11878.4"
"2012-08-21","stronics.hpc.com","1","Pentium 4","1.80","6.0","stronicsa","pune","no","N/A","3.6"
"2012-08-21","mightee.ast.uct.ac.za","56","Athlon 64","3.50","6.0","University of Cape Town","Cape Town, South Africa","yes","For astrophysics research at the University of Cape Town","392"
"2012-08-23","TC Cluster","200","EM64T-4","2.67","5.4.3","Technische Universität Braunschweig","Braunschweig, Germany","no","I listed the numer of cores, which I considered to be more relevant. There are 34 individual CPUs in our cluster.","2136"
"2012-08-27","hsdbc1","256","Pentium 4","2.80","6.0","Loyola University Chicago Health Sciences Division","Maywood, Ill","no","N/A","1433.6"
"2012-09-09","clus1","2","Athlon 64","2.67","5.5","tck","kermanshah","no","N/A","10.68"
"2012-09-13","CCNi Parallel matlab Grid #3","192","Opteron","2.50","5.5","Psychology University of Glasgow","Glasgow, Scotland","yes","Matlab distributed compute server","960"
"2012-09-13","CCNi Parallel matlab Grid #4","192","Opteron","2.50","5.5","Psychology University of Glasgow","Glasgow, Scotland","yes","Matlab distributed compute server","960"
"2012-09-13","CCNi Parallel matlab Grid #5","192","Opteron","2.50","5.5","Psychology University of Glasgow","Glasgow, Scotland","yes","Matlab distributed compute server","960"
"2012-09-13","CCNi Parallel matlab Grid #2","192","Opteron","2.50","5.5","Psychology University of Glasgow","Glasgow, Scotland","yes","Matlab distributed compute server","960"
"2012-09-13","CCNi Parallel matlab Grid #1","192","Opteron","2.50","5.5","Psychology University of Glasgow","Glasgow, Scotland","yes","Matlab distributed compute server","960"
"2012-09-13","CCNi Parallel matlab Grid #6","384","Opteron","2.60","5.5","Psychology University of Glasgow","Glasgow, Scotland","no","Matlab distributed compute server","1996.8"
"2012-09-13","CCNi General Cluster #1","292","Opteron","2.30","5.4.3","Psychology University of Glasgow","Glasgow, Scotland","no","General compute cluster","1343.2"
"2012-09-13","Rocks.dec.ad","1","Itanium 2","3.30","6.0","Personal","Hangzhou","no","personal test usage","13.2"
"2013-02-04","Wolfpack","1270","Opteron","2.60","6.0","Garvan Institute of Medical Research","Sydney, Australia","no","AMD Interlagos CPUs","6604"
"2012-10-02","cheetah","240","Other","2.40","6.0","ICFO","Spain","yes","N/A","576"
"2012-10-04","Tuna Cluster","32","EM64T-8","2.53","5.4.3","Universiti Sains Malaysia","Penang","no","N/A","647.68"
"2012-10-04","Eagle Cluster","36","EM64T","2.00","5.3","Universiti Sains Malaysia","Penang","no","N/A","144"
"2012-10-11","Lucy (JHU)","40","EM64T","3.60","5.5","Johns Hopkins University","Baltimore","no","N/A","288"
"2012-10-25","pacopico","125","Unspecified","2.10","5.3","Universitat de Girona","Girona, Spain","no","N/A","262.5"
"2014-10-07","breatheeasyclusterhead","8","EM64T-8","2.33","6.0","N/A","Liverpool Merseyside England UK","no","N/A","149.12"
"2014-10-07","BIG JIM","8","EM64T-8","2.33","6.0","N/A","Merseyside UK","no","This is the cluster headfor breatheeasy.servebbs.coDYNDNS is .servebbs.com","149.12"
"2012-10-16","stronics.hpc.in","1","Pentium 4","1.80","6.0","stronics","pune","yes","good luck","3.6"
"2013-07-18","Rocks-Lille1","2028","EM64T-8","2.60","6.0","CRI - Université Lille 1","Lille, France","yes","N/A","42182.4"
"2012-10-27","vrnano","64","EM64T-8","2.50","6.0","MMCCRG, Chulalongkorn University","Bangkok","no","N/A","1280"
"2012-10-28","Zefram","320","Opteron","2.10","6.0","Institute of Physics Belgrade","Belgrade, Serbia","no","N/A","1344"
"2012-10-29","pintbob","6","Other","2.80","6.0","private","Vienna, Austria","yes","N/A","16.8"
"2012-10-30","Mocofato","16","EM64T-4","2.80","5.4","Universidade Estadual de Feira de Santana","Feira de Santana - Bahia","no","N/A","179.2"
"2012-10-30","proclus","1792","EM64T-8","2.20","6.0","school of humanities and sciences","stanford","no","N/A","31539.2"
"2012-11-04","IBT-CLUSTER","6","Unspecified","2.40","6.0","MGM","India(MS)","no","N/A","14.4"
"2012-11-05","SYSU-EGS-Cluster","176","EM64T-4","2.20","Unspecified","N/A","N/A","no","N/A","1548.8"
"2012-11-07","Curie","1664","Opteron","2.60","6.0","Major Hard Drive Mfg","U.S.","no","N/A","8652.8"
"2012-11-07","BornOpp","120","Other","2.53","5.4.3","Brunold Research Group UW-Madison","Madison, WI","no","N/A","303.6"
"2012-11-10","radio-cluster","144","EM64T-8","2.60","6.0","CUMC","New York","no","N/A","2995.2"
"2013-10-24","Kerala University CCF","48","EM64T-4","2.40","6.0","KERALA UNIVERSITY","Kerala , Kariavattom","no","N/A","460.8"
"2012-11-17","Htlab","8","EM64T","3.90","6.0","SNUT","Seoul, Korea","no","N/A","62.4"
"2012-11-26","Softvision","2","Other","1.80","6.0","svm","guatemala","no","N/A","3.6"
"2012-11-30","GMU Medusa","84","EM64T","3.20","Other","Volgenau School of engineering","Fairfax, Virginia","no","This is an instruction computing cluster in the School of Engineering at George Mason University.","537.6"
"2012-12-05","Rocks-TLP","144","EM64T-8","2.27","5.4.3","Computer Sciences Laboratory LIMSI-CNRS","ORSAY FRANCE","no","N/A","2615.04"
"2012-12-07","kafinf","13","Other","2.50","5.5","USATU","Russian","no","N/A","32.5"
"2012-12-09","habacuque","10","Pentium 4","3.00","6.0","Infosig","Campinas/São Paulo - Brasil","yes","N/A","60"
"2012-12-12","Karo","7","Other","2.10","Other","Pemkab Karo","Kabanjahe-Indonesia","yes","N/A","14.7"
"2012-12-16","msn-kku","120","EM64T","3.40","5.4.3","Department of Physics, Faculty of Science, Khon Kaen University","Khon Kaen, Thailand","no","http://www.physics.kku.ac.th/kku-ganglia/","816"
"2012-12-18","CESE-HPCC","128","Opteron","2.50","6.0","Center for Environmental Science. University of Connecticut","Storrs, CT","no","N/A","640"
"2015-06-25","opencluster","6","Pentium 4","2.00","5.4","Bezooomy Inc","Thanet","yes","Http analysis google.code/spdy via knowledge base IRR decryption analytics dialogue","24"
"2012-12-26","fatemeh","10","Other","1.80","Other","Mechanical Engineering Department","Houston","yes","N/A","18"
"2014-04-22","Phobos","328","EM64T","2.66","Other","Molecular Simulations Group, Bombay College of Pharmacy","Mumbai, India","yes","Molecular simuations","1744.96"
"2012-12-28","sh-Cluster","120","Opteron","2.00","6.0","edu.cn","shanghai","no","N/A","480"
"2013-12-24","cluster.fiberteam.com","40","EM64T-4","3.40","6.0","Fiberteam","Norway","yes","N/A","544"
